English name,species_code
Green-backed Robin,grbrob1
Garnet Robin,garrob1
Tomtit,tomtit1
Black Robin,charob1
North Island Robin,nezrob2
South Island Robin,nezrob3
Subalpine Robin,alprob1
Snow Mountain Robin,snmrob1
Norfolk Robin,pacrob2
Red-capped Robin,recrob1
Solomons Robin,pacrob3
Pacific Robin,pacrob1
Rose Robin,rosrob1
Pink Robin,pinrob1
Flame Robin,flarob1
Scarlet Robin,scarob2
Canary Flyrobin,canfly2
Olive Flyrobin,olifly3
Yellow-legged Flyrobin,yelfly4
Yellow-bellied Flyrobin,yebrob1
Torrent Flyrobin,torfly1
Golden-bellied Flyrobin,gobfly2
Lemon-bellied Flyrobin,lebfly3
Jacky-winter,jacwin1
Southern Scrub-Robin,sosrob1
Northern Scrub-Robin,nosrob1
Papuan Scrub-Robin,papscr2
Gray-headed Robin,gyhrob2
Black-capped Robin,ashrob2
Arfak Robin,gyhrob1
Black-chinned Robin,blcrob1
Black-throated Robin,bltrob1
Black-sided Robin,blsrob2
White-browed Robin,whbrob2
Buff-sided Robin,busrob1
Dusky Robin,dusrob1
Hooded Robin,hoorob1
White-rumped Robin,whrrob2
Mangrove Robin,manrob1
White-winged Robin,whwrob2
Blue-gray Robin,bugrob1
Smoky Robin,smorob2
Banded Yellow Robin,olyrob1
Eastern Yellow Robin,yelrob1
Western Yellow Robin,gybrob1
White-breasted Robin,whbrob1
Pale-yellow Robin,payrob1
White-faced Robin,whfrob1
White-necked Rockfowl,whnroc1
Gray-necked Rockfowl,gynroc1
Cape Rockjumper,rufroc1
Drakensberg Rockjumper,orbroc1
Malaysian Rail-babbler,marbab1
Yellow-bellied Hyliota,yebhyl1
Southern Hyliota,souhyl1
Usambara Hyliota,usahyl1
Violet-backed Hyliota,vibhyl1
Fairy Flycatcher,faifly1
Yellow-bellied Fairy-Fantail,yebfan1
African Blue Flycatcher,afbfly1
White-tailed Blue Flycatcher,wtbfly1
Dusky Crested Flycatcher,ducfly1
White-bellied Crested Flycatcher,wbcfly1
White-tailed Crested Flycatcher,wtcfly1
Gray-headed Canary-Flycatcher,gyhcaf1
Citrine Canary-Flycatcher,citcaf1
Fire-capped Tit,fictit1
Yellow-browed Tit,yebtit3
Sultan Tit,sultit1
Coal Tit,coatit2
Rufous-naped Tit,bkbtit2
Rufous-vented Tit,ruvtit2
Yellow-bellied Tit,yebtit4
Elegant Tit,eletit2
Palawan Tit,paltit2
Crested Tit,cretit2
Gray-crested Tit,gyctit1
Chestnut-bellied Tit,vartit3
Iriomote Tit,vartit2
Varied Tit,vartit1
Owston's Tit,vartit4
White-fronted Tit,whftit2
White-browed Tit,whbtit4
Sombre Tit,somtit3
Pere David's Tit,pedtit1
Marsh Tit,martit2
Caspian Tit,castit2
Black-bibbed Tit,bkbtit1
Willow Tit,wiltit1
Sichuan Tit,sictit1
Carolina Chickadee,carchi
Black-capped Chickadee,bkcchi
Mountain Chickadee,mouchi
Mexican Chickadee,mexchi
Chestnut-backed Chickadee,chbchi
Boreal Chickadee,borchi2
Gray-headed Chickadee,gyhchi
Eurasian Blue Tit,blutit
African Blue Tit,afbtit2
Azure Tit,azutit2
Bridled Titmouse,britit
Oak Titmouse,oaktit
Juniper Titmouse,juntit1
Tufted Titmouse,tuftit
Black-crested Titmouse,blctit4
Ground Tit,grotit1
Green-backed Tit,grbtit1
Great Tit,gretit1
Asian Tit,cintit13
White-naped Tit,whwtit2
Taiwan Yellow Tit,yeltit2
Himalayan Black-lored Tit,blltit1
Indian Yellow Tit,indtit1
Yellow-cheeked Tit,yectit1
White-shouldered Black-Tit,whsblt1
White-winged Black-Tit,whwblt3
Rufous-bellied Tit,rubtit3
White-bellied Tit,whbtit5
Southern Black-Tit,soublt1
Carp's Tit,cartit2
Dusky Tit,dustit2
Miombo Tit,miotit2
Stripe-breasted Tit,stbtit2
Somali Tit,somtit4
Red-throated Tit,rettit2
White-backed Black-Tit,whbblt1
Ashy Tit,ashtit2
Gray Tit,grytit1
Verdin,verdin
Eurasian Penduline-Tit,euptit1
Black-headed Penduline-Tit,bhptit1
White-crowned Penduline-Tit,wcptit1
Chinese Penduline-Tit,chptit1
Sennar Penduline-Tit,septit1
Mouse-colored Penduline-Tit,mcptit1
Yellow Penduline-Tit,yeptit1
Forest Penduline-Tit,foptit1
African Penduline-Tit,afptit1
Southern Penduline-Tit,soptit1
Spike-heeled Lark,sphlar12
Beesley's Lark,beelar1
Greater Hoopoe-Lark,grhlar1
Lesser Hoopoe-Lark,lehlar1
Gray's Lark,gralar2
Short-clawed Lark,shclar1
Karoo Long-billed Lark,klblar6
Eastern Long-billed Lark,elblar1
Cape Long-billed Lark,y00415
Rufous-rumped Lark,rurlar1
Dusky Lark,duslar1
Thick-billed Lark,thblar1
Bar-tailed Lark,batlar1
Rufous-tailed Lark,rutlar2
Desert Lark,deslar1
Black-eared Sparrow-Lark,beslar1
Madagascar Lark,madlar1
Chestnut-backed Sparrow-Lark,cbslar1
Black-crowned Sparrow-Lark,bcslar1
Ashy-crowned Sparrow-Lark,ascspl1
Chestnut-headed Sparrow-Lark,chhspl1
Gray-backed Sparrow-Lark,gybspl1
Fischer's Sparrow-Lark,fislar1
Rusty Lark,ruslar1
Sabota Lark,sablar2
Gillett's Lark,gillar1
Pink-breasted Lark,piblar3
Fawn-colored Lark,faclar8
Karoo Lark,karlar2
Red Lark,ferlar2
Dune Lark,dunlar5
Liben Lark,liblar1
Rudd's Lark,rudlar1
Burmese Bushlark,burbus1
Indochinese Bushlark,indbus3
Jerdon's Bushlark,jerbus2
Indian Bushlark,indbus2
Bengal Bushlark,benbus1
Monotonous Lark,monlar2
Kordofan Lark,korlar1
Williams's Lark,willar1
Friedmann's Lark,frilar1
White-tailed Lark,whtlar1
Melodious Lark,latlar1
Singing Bushlark,sinbus6
Collared Lark,collar1
Flappet Lark,flalar1
Angola Lark,anglar1
Highland Lark,higlar1
Cape Clapper Lark,caclar1
Eastern Clapper Lark,eaclar1
Plains Lark,plalar1
Plateau Lark,runlar7
Rufous-naped Lark,runlar1
Sentinel Lark,senlar1
Somali Lark,slblar1
Red-winged Lark,rewlar1
Russet Lark,runlar2
Kidepo Lark,kidlar1
Wood Lark,woolar1
Stark's Lark,stalar2
Masked Lark,maslar1
Pink-billed Lark,piblar1
Botha's Lark,botlar1
Short-tailed Lark,shtlar1
Obbia Lark,obblar1
Sclater's Lark,scllar1
White-winged Lark,whwlar1
Raso Skylark,razsky1
Eurasian Skylark,skylar
Oriental Skylark,orisky1
Sun Lark,sunlar1
Large-billed Lark,lablar1
Tawny Lark,tawlar1
Thekla's Lark,thelar1
Crested Lark,crelar1
Malabar Lark,mallar1
Horned Lark,horlar
Temminck's Lark,temlar1
Rufous-capped Lark,blalar4
Blanford's Lark,blalar2
Greater Short-toed Lark,gstlar1
Red-capped Lark,reclar1
Hume's Lark,humlar1
Mongolian Short-toed Lark,sstlar4
Bimaculated Lark,bimlar1
Tibetan Lark,tiblar1
Mongolian Lark,monlar1
Calandra Lark,callar1
Black Lark,blalar1
Dupont's Lark,duplar1
Dunn's Lark,dunlar1
Arabian Lark,dunlar4
Somali Short-toed Lark,sstlar1
Asian Short-toed Lark,lstlar2
Mediterranean Short-toed Lark,mstlar1
Turkestan Short-toed Lark,tstlar1
Sand Lark,sanlar1
Bearded Reedling,bearee1
Western Nicator,yesnic1
Eastern Nicator,easnic1
Yellow-throated Nicator,yetnic1
Green Crombec,grecro1
Lemon-bellied Crombec,lebcro1
White-browed Crombec,whbcro2
Northern Crombec,norcro1
Short-billed Crombec,shbcro1
Red-capped Crombec,reccro1
Red-faced Crombec,refcro1
Somali Crombec,somcro1
Long-billed Crombec,capcro1
Rockrunner,damroc1
Moustached Grass-Warbler,mogwar1
Cape Grassbird,capgra1
Victorin's Warbler,viswar1
Kemp's Longbill,kemlon1
Yellow Longbill,yellon1
Gray Longbill,grylon1
Pulitzer's Longbill,pullon1
Kretschmer's Longbill,krelon1
Common Jery,comjer1
Green Jery,grejer1
Stripe-throated Jery,sttjer1
Leyte Plumed-Warbler,mitbab1
Mindanao Plumed-Warbler,minmib1
Yellow-vented Eremomela,yevere1
Yellow-bellied Eremomela,yebere1
Senegal Eremomela,senere1
Green-backed Eremomela,grbere1
Green-capped Eremomela,greere1
Karoo Eremomela,yerere1
Rufous-crowned Eremomela,rucere1
Turner's Eremomela,turere1
Black-necked Eremomela,blnere1
Burnt-neck Eremomela,bunere1
Red-winged Gray Warbler,rwgwar2
Sierra Leone Prinia,silpri2
White-chinned Prinia,whcpri2
Roberts's Warbler,robpri1
Namaqua Warbler,nampri1
Green Longtail,grnlon1
Black-collared Apalis,blcapa2
Rwenzori Apalis,ruwapa1
African Tailorbird,afrtai2
Long-billed Tailorbird,lobtai1
White-tailed Warbler,whtwar1
Miombo Wren-Warbler,miowrw2
Stierling's Wren-Warbler,miowrw3
Gray Wren-Warbler,grywrw1
Barred Wren-Warbler,bawwar1
Green-backed Camaroptera,grbcam1
Hartert's Camaroptera,gnbcam3
Yellow-browed Camaroptera,yebcam1
Olive-green Camaroptera,olgcam1
Cricket Longtail,crilon1
Buff-bellied Warbler,bubwar2
Bar-throated Apalis,batapa2
Taita Apalis,batapa4
Yellow-throated Apalis,batapa3
Namuli Apalis,batapa5
Black-capped Apalis,blcapa1
Black-throated Apalis,bltapa1
White-winged Apalis,whwapa1
Masked Apalis,masapa1
Black-faced Apalis,blfapa1
Yellow-breasted Apalis,yebapa1
Rudd's Apalis,rudapa1
Sharpe's Apalis,shaapa2
Buff-throated Apalis,butapa1
Kungwe Apalis,kunapa1
Bamenda Apalis,bamapa1
Gosling's Apalis,gosapa1
Kabobo Apalis,chtapa2
Chestnut-throated Apalis,chtapa3
Chapin's Apalis,chaapa1
Black-headed Apalis,blhapa1
Chirinda Apalis,chiapa1
Gray Apalis,gryapa1
Brown-headed Apalis,brhapa1
Karamoja Apalis,karapa2
Maasai Apalis,karapa3
Common Tailorbird,comtai1
Rufous-fronted Tailorbird,ruftai1
Dark-necked Tailorbird,dantai1
Cambodian Tailorbird,camtai1
Ashy Tailorbird,ashtai1
Olive-backed Tailorbird,olbtai1
Rufous-tailed Tailorbird,ruttai1
Visayan Tailorbird,phitai1
Gray-backed Tailorbird,gybtai1
Green-backed Tailorbird,gnbtai1
Yellow-breasted Tailorbird,yebtai1
White-browed Tailorbird,whbtai1
White-eared Tailorbird,whetai1
Himalayan Prinia,strpri2
Striped Prinia,strpri8
Burmese Prinia,brnpri2
Annam Prinia,brnpri3
Brown Prinia,bropri1
Black-throated Prinia,hilpri1
Rufous-crowned Prinia,bktpri2
Hill Prinia,hilpri2
Gray-crowned Prinia,gycpri1
Rufous-fronted Prinia,rufpri2
Rufescent Prinia,rufpri1
Gray-breasted Prinia,gybpri1
Bar-winged Prinia,bawpri1
Graceful Prinia,grapri1
Delicate Prinia,delpri1
Jungle Prinia,junpri1
Yellow-bellied Prinia,yebpri1
Ashy Prinia,ashpri1
Tawny-flanked Prinia,tafpri1
Plain Prinia,plapri1
Pale Prinia,palpri1
River Prinia,rivpri1
Black-chested Prinia,blcpri1
Karoo Prinia,karpri1
Drakensberg Prinia,drapri1
Sao Tome Prinia,satpri1
Banded Prinia,banpri1
Red-winged Prinia,rewpri1
Red-fronted Prinia,refwar2
Cinnamon-breasted Warbler,kopwar1
Mrs. Moreau's Warbler,mrmwar1
Socotra Warbler,socwar2
Rufous-eared Warbler,ruewar2
Black-capped Rufous-Warbler,bkcruw1
Black-faced Rufous-Warbler,bkfruw1
Oriole Warbler,oriwar2
Gray-capped Warbler,gycwar3
Red-faced Cisticola,refcis1
Singing Cisticola,sincis1
Whistling Cisticola,whicis1
Chattering Cisticola,chacis1
Trilling Cisticola,tricis1
Bubbling Cisticola,bubcis1
Chubb's Cisticola,chucis1
Hunter's Cisticola,huncis1
Black-lored Cisticola,bllcis1
Kilombero Cisticola,kilcis1
Rock-loving Cisticola,rolcis2
Huambo Cisticola,rolcis4
Boran Cisticola,borcis1
Rattling Cisticola,ratcis1
Ashy Cisticola,ashcis1
Red-pate Cisticola,repcis1
Dorst's Cisticola,dorcis1
Tinkling Cisticola,grycis1
Gray-backed Cisticola,rehcis2
Lynes's Cisticola,waicis2
Wailing Cisticola,waicis1
Tana River Cisticola,tarcis1
Churring Cisticola,chucis2
Coastal Cisticola,wincis4
White-tailed Cisticola,whtcis1
Luapula Cisticola,wincis5
Chirping Cisticola,chicis1
Ethiopian Cisticola,wincis6
Winding Cisticola,wincis3
Rufous-winged Cisticola,wincis2
Carruthers's Cisticola,carcis1
Levaillant's Cisticola,tincis1
Stout Cisticola,stocis1
Croaking Cisticola,crocis1
Piping Cisticola,pipcis2
Aberdare Cisticola,abecis1
Tabora Cisticola,tabcis1
Slender-tailed Cisticola,sltcis1
Siffling Cisticola,sifcis1
Rufous Cisticola,rufcis1
Foxy Cisticola,foxcis1
Tiny Cisticola,tincis3
Zitting Cisticola,zitcis1
Socotra Cisticola,soccis1
Madagascar Cisticola,madcis2
Desert Cisticola,descis1
Cloud Cisticola,clocis1
Black-backed Cisticola,blncis1
Dambo Cisticola,clscis1
Pectoral-patch Cisticola,pepcis1
Pale-crowned Cisticola,paccis1
Wing-snapping Cisticola,wiscis1
Golden-headed Cisticola,gohcis1
Grauer's Warbler,grawar1
Aldabra Brush-Warbler,albwar1
Malagasy Brush-Warbler,malbrw1
Subdesert Brush-Warbler,subbrw1
Grande Comore Brush-Warbler,gcbwar1
Moheli Brush-Warbler,mohbrw1
Papyrus Yellow-Warbler,paywar1
Thick-billed Warbler,thbwar1
Booted Warbler,boowar1
Sykes's Warbler,sykwar2
Eastern Olivaceous Warbler,eaowar1
Western Olivaceous Warbler,weowar1
African Yellow-Warbler,afywar1
Mountain Yellow-Warbler,moywar1
Upcher's Warbler,upcwar1
Olive-tree Warbler,oltwar1
Melodious Warbler,melwar1
Icterine Warbler,ictwar1
Aquatic Warbler,aquwar1
Black-browed Reed Warbler,bbrwar1
Streaked Reed Warbler,strwar1
Moustached Warbler,mouwar1
Sedge Warbler,sedwar1
Paddyfield Warbler,padwar1
Blunt-winged Warbler,blwwar1
Manchurian Reed Warbler,manrew1
Blyth's Reed Warbler,blrwar1
Large-billed Reed Warbler,labrew1
Marsh Warbler,marwar3
Common Reed Warbler,eurwar1
Basra Reed Warbler,barwar2
Lesser Swamp Warbler,leswar1
Greater Swamp Warbler,grswar2
Cape Verde Swamp Warbler,cvswar1
Madagascar Swamp Warbler,maswar1
Rodrigues Warbler,rodbrw1
Seychelles Warbler,sebwar1
Great Reed Warbler,grrwar1
Oriental Reed Warbler,orrwar1
Clamorous Reed Warbler,clrwar1
Nightingale Reed Warbler,nigrew1
Saipan Reed Warbler,sairew1
Australian Reed Warbler,aurwar1
Caroline Reed Warbler,carrew1
Aguiguan Reed Warbler,agurew1
Kiritimati Reed Warbler,chiwar1
Southern Marquesan Reed Warbler,marwar2
Pagan Reed Warbler,pagrew1
Nauru Reed Warbler,narwar1
Millerbird,miller
Pitcairn Reed Warbler,pirwar2
Henderson Island Reed Warbler,hirwar1
Cook Islands Reed Warbler,cirwar2
Rimatara Reed Warbler,rimrew1
Society Islands Reed Warbler,soirew1
Tahiti Reed Warbler,tahrew1
Moorea Reed Warbler,moorew1
Northern Marquesan Reed Warbler,marrew2
Tuamotu Reed Warbler,turwar1
Mangareva Reed Warbler,manrew2
Cordillera Ground-Warbler,luzwrb1
Sierra Madre Ground-Warbler,simgrw1
Bicol Ground-Warbler,gybbab2
Gray's Grasshopper Warbler,grgwar1
Sakhalin Grasshopper Warbler,sakwar1
Marsh Grassbird,margra1
Pallas's Grasshopper Warbler,pagwar1
Middendorff's Grasshopper Warbler,migwar
Pleske's Grasshopper Warbler,plewar1
Lanceolated Warbler,lanwar
Bamboo Warbler,baswar1
River Warbler,eurwar2
Savi's Warbler,savwar1
Brown Bush Warbler,brbwar2
Common Grasshopper Warbler,cogwar1
Long-billed Bush Warbler,lbbwar1
Chinese Bush Warbler,chbwar1
Friendly Bush Warbler,frbwar1
Long-tailed Bush Warbler,ltbwar1
Sulawesi Bush Warbler,cbbwar2
Seram Bush Warbler,cbbwar4
Taliabu Bush Warbler,talgrw1
Buru Bush Warbler,cbbwar3
Baikal Bush Warbler,spobuw1
West Himalayan Bush Warbler,spobuw2
Spotted Bush Warbler,spobuw3
Taiwan Bush Warbler,taibuw1
Russet Bush Warbler,rubwar1
Dalat Bush Warbler,dabwar1
Sichuan Bush Warbler,sicbuw1
Javan Bush Warbler,jabwar1
Benguet Bush Warbler,benbuw1
Fly River Grassbird,flrgra1
Spinifexbird,spibir1
Little Grassbird,litgra1
New Zealand Fernbird,fernbi1
Chatham Islands Fernbird,chifer1
Malia,malia1
Brown Songlark,broson1
Bismarck Thicketbird,bisthi1
Rusty Thicketbird,rusthi1
Buff-banded Bushbird,bubbus1
Rufous Songlark,rufson1
Tawny Grassbird,tawgra3
Papuan Grassbird,tawgra2
Santo Thicketbird,guathi2
Guadalcanal Thicketbird,guathi1
New Caledonian Grassbird,necgra1
Long-legged Thicketbird,lolwar1
Bougainville Thicketbird,bouthi1
Sri Lanka Bush Warbler,ceybuw1
Broad-tailed Grassbird,brtgra2
Bristled Grassbird,brigra2
Fan-tailed Grassbird,fatgra1
Striated Grassbird,strgra1
Knysna Warbler,knswar1
Bangwa Warbler,banscw1
Barratt's Warbler,afswar1
Evergreen-forest Warbler,camscw1
Cinnamon Bracken-Warbler,cibwar1
Gray Emutail,gryemt1
Brown Emutail,bretai1
Dja River Swamp Warbler,jrswar1
Little Rush Warbler,afbwar1
White-winged Swamp Warbler,wwswar1
Grauer's Swamp Warbler,grswar1
Highland Rush Warbler,hirwar2
Black-capped Donacobius,bkcdon
White-throated Oxylabes,whtoxy1
Long-billed Bernieria,lobber1
Cryptic Warbler,crywar1
Wedge-tailed Jery,wetjer2
Thamnornis,thamno2
Madagascar Yellowbrow,yeboxy1
Dusky Tetraka,dustet1
Spectacled Tetraka,spetet1
Appert's Tetraka,apptet1
Gray-crowned Tetraka,gyctet1
Rand's Warbler,ranwar1
Scaly-breasted Cupwing,scbcup3
Taiwan Cupwing,taiwrb1
Immaculate Cupwing,immwrb1
Pygmy Cupwing,pywbab1
African River Martin,afrmar2
White-eyed River Martin,wermar2
Square-tailed Sawwing,sqtsaw1
Mountain Sawwing,mousaw1
White-headed Sawwing,whhsaw1
Black Sawwing,blksaw1
Fanti Sawwing,fansaw1
Gray-rumped Swallow,gyrswa1
White-backed Swallow,whbswa3
Mascarene Martin,masmar1
Banded Martin,banmar1
Brazza's Martin,bramar1
Plain Martin,plamar1
Madagascar Martin,plamar3
Gray-throated Martin,gytmar1
Congo Martin,conmar1
Bank Swallow,banswa
Pale Martin,pasmar1
Tree Swallow,treswa
Tumbes Swallow,tumswa1
White-winged Swallow,whwswa1
White-rumped Swallow,whrswa1
Chilean Swallow,chiswa1
Mangrove Swallow,manswa1
Golden Swallow,golswa1
Violet-green Swallow,vigswa
Bahama Swallow,bahswa
Purple Martin,purmar
Cuban Martin,cubmar
Caribbean Martin,carmar1
Sinaloa Martin,sinmar1
Gray-breasted Martin,gybmar
Southern Martin,soumar
Peruvian Martin,permar1
Galapagos Martin,galmar1
Brown-chested Martin,brcmar1
Northern Rough-winged Swallow,nrwswa
Southern Rough-winged Swallow,srwswa1
Black-capped Swallow,blcswa1
White-thighed Swallow,whtswa1
White-banded Swallow,whbswa2
Blue-and-white Swallow,bawswa1
Black-collared Swallow,blcswa2
Tawny-headed Swallow,tahswa2
Pale-footed Swallow,pafswa1
Brown-bellied Swallow,brbswa1
Andean Swallow,andswa2
Eurasian Crag-Martin,eurcrm1
Pale Crag-Martin,rocmar1
Red-throated Crag-Martin,rocmar4
Southern Crag-Martin,rocmar5
Dusky Crag-Martin,duscrm1
Montane Blue Swallow,bluswa1
Black-and-rufous Swallow,barswa1
Pearl-breasted Swallow,pebswa1
Hill Swallow,pacswa3
Pacific Swallow,pacswa1
Tahiti Swallow,pacswa5
Pied-winged Swallow,piwswa1
White-tailed Swallow,whtswa2
Welcome Swallow,welswa1
Barn Swallow,barswa
Red-chested Swallow,recswa1
Ethiopian Swallow,ethswa1
Angola Swallow,angswa1
White-throated Blue Swallow,wtbswa1
White-throated Swallow,whtswa3
Wire-tailed Swallow,witswa1
Forest Swallow,forswa2
Western House-Martin,comhom1
Siberian House-Martin,comhom2
Asian House-Martin,ashmar1
Nepal House-Martin,nephom1
Greater Striped Swallow,grests1
European Red-rumped Swallow,rerswa8
African Red-rumped Swallow,rerswa12
Eastern Red-rumped Swallow,y00621
Sri Lanka Swallow,srlswa1
Rufous-bellied Swallow,rubswa1
Lesser Striped Swallow,lessts1
Rufous-chested Swallow,rucswa2
Mosque Swallow,mosswa2
Red-throated Swallow,retswa2
Preuss's Swallow,preswa2
Red Sea Swallow,resswa2
South African Swallow,soaswa2
Streak-throated Swallow,sttswa2
Fairy Martin,faimar2
Tree Martin,tremar2
Cliff Swallow,cliswa
Cave Swallow,cavswa
Chestnut-collared Swallow,chcswa2
Sombre Greenbul,somgre1
Slender-billed Greenbul,slbgre1
Golden Greenbul,golgre1
Black-collared Bulbul,blcbul1
Red-tailed Bristlebill,combri2
Green-tailed Bristlebill,gntbri1
Yellow-lored Bristlebill,lesbri1
Yellow-eyed Bristlebill,lesbri3
Gray-headed Bristlebill,gyhbri1
Yellow-gorgeted Greenbul,yetgre2
Pale-throated Greenbul,patgre1
Spotted Greenbul,spogre1
Swamp Greenbul,swagre1
Joyful Greenbul,joygre1
Prigogine's Greenbul,prigre1
Yellow-necked Greenbul,yengre1
Yellow-bellied Greenbul,yebgre1
Simple Greenbul,simgre1
Honeyguide Greenbul,hongre1
Sjöstedt's Greenbul,sjogre1
Cameroon Mountain Greenbul,camgre2
Shelley's Greenbul,shegre1
Western Mountain Greenbul,wesmog1
Kikuyu Mountain Greenbul,easmog5
Black-headed Mountain Greenbul,easmog2
Uluguru Mountain Greenbul,easmog6
Black-browed Mountain Greenbul,easmog4
Olive-headed Greenbul,stfgre1
Stripe-cheeked Greenbul,stcgre1
Yellow-throated Mountain Greenbul,easmog3
Western Bearded-Greenbul,wesbeg1
Eastern Bearded-Greenbul,easbeg1
Red-tailed Greenbul,retgre1
White-bearded Greenbul,whbgre1
Yellow-bearded Greenbul,yebgre3
Little Greenbul,litgre2
Yellow-whiskered Greenbul,yewgre1
Plain Greenbul,plagre2
Gray Greenbul,grygre1
Ansorge's Greenbul,ansgre1
Tiny Greenbul,tingre1
Usambara Greenbul,usabul1
White-throated Greenbul,whtgre1
Angola Greenbul,whtgre4
Yellow-streaked Greenbul,yesbul1
Xavier's Greenbul,xavgre1
Icterine Greenbul,ictgre1
Terrestrial Brownbul,terbro1
Cameroon Olive-Greenbul,caogre1
Northern Brownbul,norbro1
Gray-olive Greenbul,gyogre1
Fischer's Greenbul,fisgre1
Cabanis's Greenbul,cabgre1
Leaf-love,leaflo1
Sassi's Greenbul,sasgre1
Gray-headed Greenbul,gyhgre1
Toro Olive-Greenbul,toogre1
Baumann's Greenbul,baugre1
Pale-olive Greenbul,paogre1
Hairy-backed Bulbul,habbul1
Hook-billed Bulbul,hobbul1
Yellow-bellied Bulbul,yebbul2
Gray-throated Bulbul,gytbul1
Gray-cheeked Bulbul,gycbul2
Penan Bulbul,ochbul3
Brown-cheeked Bulbul,gycbul3
White-throated Bulbul,whtbul1
Ochraceous Bulbul,ochbul2
Puff-throated Bulbul,putbul1
Striated Bulbul,strbul2
Finsch's Bulbul,finbul1
Sulphur-bellied Bulbul,subbul1
Olive Bulbul,olibul1
Buff-vented Bulbul,buvbul1
Charlotte's Bulbul,chabul1
Cachar Bulbul,cacbul1
Gray-eyed Bulbul,gyebul1
Ashy Bulbul,ashbul1
Cinereous Bulbul,cinbul1
Chestnut Bulbul,chebul1
Yellow-browed Bulbul,yebbul3
Cream-striped Bulbul,crsbul1
Sumatran Bulbul,sunbul1
Javan Bulbul,sunbul3
Streaked Bulbul,strbul1
Mountain Bulbul,moubul2
Nicobar Bulbul,nicbul2
Philippine Bulbul,phibul1
Mindoro Bulbul,minbul1
Streak-breasted Bulbul,stbbul1
Seram Golden-Bulbul,golbul3
Sangihe Golden-Bulbul,sangob1
Togian Golden-Bulbul,toggob1
Banggai Golden-Bulbul,sulgob2
Sula Golden-Bulbul,sulgob3
Halmahera Golden-Bulbul,halgob1
Obi Golden-Bulbul,obigob1
Buru Golden-Bulbul,golbul4
Visayan Bulbul,visbul1
Yellowish Bulbul,yelbul1
Camiguin Bulbul,yelbul4
Zamboanga Bulbul,zambul1
Brown-eared Bulbul,brebul1
Reunion Bulbul,reubul1
Malagasy Bulbul,madbul1
Mauritius Bulbul,maubul1
White-headed Bulbul,whhbul1
Black Bulbul,blabul1
Square-tailed Bulbul,sqtbul1
Grande Comore Bulbul,combul1
Moheli Bulbul,mohbul1
Seychelles Bulbul,seybul1
Puff-backed Bulbul,pubbul1
Black-and-white Bulbul,bawbul2
Yellow-wattled Bulbul,yewbul1
Gray-headed Bulbul,gyhbul1
Black-headed Bulbul,blhbul1
Andaman Bulbul,andbul1
Blue-wattled Bulbul,blwbul1
Spectacled Bulbul,spebul1
Gray-bellied Bulbul,gybbul1
Scaly-breasted Bulbul,scbbul1
Black-crested Bulbul,blcbul2
Flame-throated Bulbul,bkcbul1
Black-capped Bulbul,bkcbul2
Ruby-throated Bulbul,bkcbul3
Bornean Bulbul,bkcbul4
Bare-faced Bulbul,bafbul1
Crested Finchbill,crefin1
Collared Finchbill,colfin1
Spot-necked Bulbul,spnbul1
Cream-vented Bulbul,crvbul1
Olive-winged Bulbul,olwbul1
Red-eyed Bulbul,reebul1
Straw-headed Bulbul,sthbul1
Cream-eyed Bulbul,crebul1
Ashy-fronted Bulbul,asfbul1
White-browed Bulbul,whbbul2
Ayeyarwady Bulbul,ayebul1
Streak-eared Bulbul,stebul2
Pale-eyed Bulbul,sttbul2
Stripe-throated Bulbul,sttbul3
Flavescent Bulbul,flabul1
Aceh Bulbul,orsbul2
Orange-spotted Bulbul,orsbul3
Pale-faced Bulbul,flabul3
Yellow-throated Bulbul,yetbul1
Yellow-eared Bulbul,yeebul1
Brown-breasted Bulbul,brbbul1
Light-vented Bulbul,livbul1
Styan's Bulbul,stybul1
Common Bulbul,combul2
Red-whiskered Bulbul,rewbul
Yellow-vented Bulbul,yevbul1
Red-vented Bulbul,revbul
Sooty-headed Bulbul,sohbul1
White-eared Bulbul,whebul1
